ID,game_ID,passer,team,receiver,start_x,start_y,end_x,end_y,successful
PASS-20190504RGNWAS-443,20190504RGNWAS,"Darian Jenkins","OL Reign","Celia Jimenez",79.6,52.1,70.6,60.6,1
PASS-20190504RGNWAS-444,20190504RGNWAS,"Celia Jimenez","OL Reign","Rumi Utsugi",70.3,59.8,63,50.5,1
PASS-20190504RGNWAS-445,20190504RGNWAS,"Rumi Utsugi","OL Reign","Celia Jimenez",64.9,50.9,67.6,64.3,1
PASS-20190504RGNWAS-446,20190504RGNWAS,"Celia Jimenez","OL Reign","Darian Jenkins",65.9,65.1,75.8,63.7,1
PASS-20190504RGNWAS-447,20190504RGNWAS,"Lauren Barnes","OL Reign","Celia Jimenez",105,68,95.1,35.9,1
PASS-20190504RGNWAS-448,20190504RGNWAS,"Celia Jimenez","OL Reign","Paige Nielsen",95.1,35.9,95.1,35.9,0
PASS-20190504RGNWAS-449,20190504RGNWAS,"Beverly Yanez","OL Reign","Theresa Eslund (Nielsen) ",91.1,35,81.5,27.4,1
PASS-20190504RGNWAS-45,20190504RGNWAS,"Rumi Utsugi","OL Reign","Paige Nielsen",80.6,60.4,84.6,55.2,0
PASS-20190504RGNWAS-450,20190504RGNWAS,"Aubrey Bledsoe","Washington Spirit","Paige Nielsen",5,41.6,25,12.4,1
PASS-20190504RGNWAS-451,20190504RGNWAS,"Paige Nielsen","Washington Spirit","Cali Farquharson",25,12.4,45.6,22,1
PASS-20190504RGNWAS-452,20190504RGNWAS,"Darian Jenkins","OL Reign","Aubrey Bledsoe",69.7,54.2,92.4,37.3,0
PASS-20190504RGNWAS-453,20190504RGNWAS,"Theresa Eslund (Nielsen) ","OL Reign","Shea Groom",72.7,4.3,74.3,11.7,1
PASS-20190504RGNWAS-454,20190504RGNWAS,"Shea Groom","OL Reign","Theresa Eslund (Nielsen) ",74.3,11.7,98.5,3.5,1
PASS-20190504RGNWAS-455,20190504RGNWAS,"Theresa Eslund (Nielsen) ","OL Reign","Beverly Yanez",98.5,3.5,93.2,31.5,1
PASS-20190504RGNWAS-456,20190504RGNWAS,"Aubrey Bledsoe","Washington Spirit","Amy Harrison",6.9,37.5,47.9,54.2,1
PASS-20190504RGNWAS-457,20190504RGNWAS,"Amy Harrison","Washington Spirit","Theresa Eslund (Nielsen) ",21.2,62.8,47.9,54.2,0
PASS-20190504RGNWAS-458,20190504RGNWAS,"Theresa Eslund (Nielsen) ","OL Reign","Jodie Taylor",62.4,14.6,78.8,21,1
PASS-20190504RGNWAS-459,20190504RGNWAS,"Jodie Taylor","OL Reign","Rumi Utsugi",79.6,27.8,73.3,39.2,1
PASS-20190504RGNWAS-46,20190504RGNWAS,"Lauren Barnes","OL Reign","Darian Jenkins",105,68,97.4,41.3,1
PASS-20190504RGNWAS-460,20190504RGNWAS,"Rumi Utsugi","OL Reign","Lauren Barnes",65.5,42,50.6,49,1
PASS-20190504RGNWAS-461,20190504RGNWAS,"Lauren Barnes","OL Reign","Megan Oyster",56.7,47.8,39.7,34.6,1
PASS-20190504RGNWAS-462,20190504RGNWAS,"Megan Oyster","OL Reign","Celia Jimenez",51,31.5,96.4,54.2,1
PASS-20190504RGNWAS-463,20190504RGNWAS,"Lauren Barnes","OL Reign","Darian Jenkins",105,68,98.3,40.8,1
PASS-20190504RGNWAS-464,20190504RGNWAS,"Aubrey Bledsoe","Washington Spirit","Theresa Eslund (Nielsen) ",22.1,38.1,72.5,62.4,0
PASS-20190504RGNWAS-465,20190504RGNWAS,"Amy Harrison","Washington Spirit","Jordan DiBiasi",73.1,68,73.9,62.8,1
PASS-20190504RGNWAS-466,20190504RGNWAS,"Jordan DiBiasi","Washington Spirit","Amy Harrison",73.9,62.8,72.4,67,1
PASS-20190504RGNWAS-467,20190504RGNWAS,"Amy Harrison","Washington Spirit","Shea Groom",71.6,64.5,73.5,63.7,0
PASS-20190504RGNWAS-468,20190504RGNWAS,"Jodie Taylor","OL Reign","Shea Groom",48.9,8.2,45.4,15.2,1
PASS-20190504RGNWAS-469,20190504RGNWAS,"Shea Groom","OL Reign","Paige Nielsen",45.4,15.2,65.9,25.8,0
PASS-20190504RGNWAS-47,20190504RGNWAS,"Darian Jenkins","OL Reign","Lauren Barnes",95.8,51.1,92.2,29.8,1
PASS-20190504RGNWAS-470,20190504RGNWAS,"Theresa Eslund (Nielsen) ","OL Reign","Rumi Utsugi",40.3,0,36.8,11.5,1
PASS-20190504RGNWAS-471,20190504RGNWAS,"Rumi Utsugi","OL Reign","Shea Groom",36.8,11.5,61.1,5.4,1
PASS-20190504RGNWAS-472,20190504RGNWAS,"Shea Groom","OL Reign","Samantha Staab",65.5,7.6,80.4,16.3,0
PASS-20190504RGNWAS-473,20190504RGNWAS,"Samantha Staab","Washington Spirit","Megan Crosson",27.3,59.8,47.2,64.7,1
PASS-20190504RGNWAS-474,20190504RGNWAS,"Megan Crosson","Washington Spirit","Kristen McNabb",47.2,64.7,50.8,57.9,0
PASS-20190504RGNWAS-475,20190504RGNWAS,"Kristen McNabb","OL Reign","Megan Oyster",52.1,11.1,34.4,15,1
PASS-20190504RGNWAS-476,20190504RGNWAS,"Megan Oyster","OL Reign","Aubrey Bledsoe",34.4,15,90.3,30.3,0
PASS-20190504RGNWAS-477,20190504RGNWAS,"Shea Groom","OL Reign","Rumi Utsugi",64.9,20.2,41.6,36.5,1
PASS-20190504RGNWAS-478,20190504RGNWAS,"Rumi Utsugi","OL Reign","Megan Crosson",41.6,36.5,74.5,27.6,0
PASS-20190504RGNWAS-479,20190504RGNWAS,"Beverly Yanez","OL Reign","Shea Groom",52.3,34.6,64.9,20.2,1
PASS-20190504RGNWAS-48,20190504RGNWAS,"Lauren Barnes","OL Reign","Paige Nielsen",89,60.1,92.2,29.8,0
PASS-20190504RGNWAS-480,20190504RGNWAS,"Megan Crosson","Washington Spirit","Cheyna Matthews",30.5,40.4,40.1,47.8,1
PASS-20190504RGNWAS-481,20190504RGNWAS,"Theresa Eslund (Nielsen) ","OL Reign","Megan Oyster",49.1,6.2,37.8,9.7,1
PASS-20190504RGNWAS-482,20190504RGNWAS,"Megan Oyster","OL Reign",NULL,43.7,12.6,69.1,0,0
PASS-20190504RGNWAS-483,20190504RGNWAS,"Megan Crosson","Washington Spirit","Meggie Dougherty Howard",35.9,68,41.6,64.9,1
PASS-20190504RGNWAS-484,20190504RGNWAS,"Lauren Barnes","OL Reign","Aubrey Bledsoe",67.6,12.4,103.5,31.5,0
PASS-20190504RGNWAS-485,20190504RGNWAS,"Aubrey Bledsoe","Washington Spirit","Ashley Hatch",15.3,23.7,79.2,10.1,1
PASS-20190504RGNWAS-486,20190504RGNWAS,"Samantha Staab","Washington Spirit","Cali Farquharson",87.8,0,96,23.3,1
PASS-20190504RGNWAS-487,20190504RGNWAS,"Rumi Utsugi","OL Reign","Bethany Balcer",12.2,38.5,20.4,54.2,1
PASS-20190504RGNWAS-488,20190504RGNWAS,"Bethany Balcer","OL Reign","Jodie Taylor",20.4,54.2,41.2,55.6,1
PASS-20190504RGNWAS-489,20190504RGNWAS,"Dorian Bailey","Washington Spirit","Paige Nielsen",63.8,12.4,56.5,19,1
PASS-20190504RGNWAS-49,20190504RGNWAS,"Theresa Eslund (Nielsen) ","OL Reign","Megan Oyster",55.7,0,37.4,7.4,1
PASS-20190504RGNWAS-490,20190504RGNWAS,"Paige Nielsen","Washington Spirit","Megan Crosson",57.1,19.8,41.8,42.7,1
PASS-20190504RGNWAS-491,20190504RGNWAS,"Megan Crosson","Washington Spirit","Aubrey Bledsoe",39.7,40.4,22.7,35,1
PASS-20190504RGNWAS-492,20190504RGNWAS,"Aubrey Bledsoe","Washington Spirit","Paige Nielsen",23.9,34,21.8,20,1
PASS-20190504RGNWAS-493,20190504RGNWAS,"Paige Nielsen","Washington Spirit","Aubrey Bledsoe",21.8,20,17.4,35.9,1
PASS-20190504RGNWAS-494,20190504RGNWAS,"Aubrey Bledsoe","Washington Spirit","Megan Crosson",17.4,35.9,27.3,63.3,1
PASS-20190504RGNWAS-495,20190504RGNWAS,"Megan Crosson","Washington Spirit","Megan Oyster",30.7,64.3,67.2,61,0
PASS-20190504RGNWAS-496,20190504RGNWAS,"Jordan DiBiasi","Washington Spirit","Cheyna Matthews",67.6,60.4,82.7,51.5,1
PASS-20190504RGNWAS-497,20190504RGNWAS,"Cheyna Matthews","Washington Spirit","Andi Sullivan",92.8,51.3,90.5,28.8,1
PASS-20190504RGNWAS-498,20190504RGNWAS,"Jordan DiBiasi","Washington Spirit","Cheyna Matthews",105,0,0,0,1
PASS-20190504RGNWAS-499,20190504RGNWAS,"Michelle Betos","OL Reign","Lauren Barnes",9.2,37.9,20.6,56.7,1
PASS-20190504RGNWAS-5,20190504RGNWAS,"Lauren Barnes","OL Reign","Darian Jenkins",105,0,103.1,24,1
PASS-20190504RGNWAS-50,20190504RGNWAS,"Megan Oyster","OL Reign",NULL,44.1,9.1,99.5,26.7,0
PASS-20190504RGNWAS-500,20190504RGNWAS,"Lauren Barnes","OL Reign","Rumi Utsugi",20.6,56.7,29.2,50.1,1
PASS-20190504RGNWAS-501,20190504RGNWAS,"Rumi Utsugi","OL Reign","Lauren Barnes",29.2,50.1,19.9,56.3,1
PASS-20190504RGNWAS-502,20190504RGNWAS,"Lauren Barnes","OL Reign","Rumi Utsugi",19.9,56.3,26.2,50.7,1
PASS-20190504RGNWAS-503,20190504RGNWAS,"Rumi Utsugi","OL Reign","Lauren Barnes",26.2,50.7,18.5,58.9,1
PASS-20190504RGNWAS-504,20190504RGNWAS,"Lauren Barnes","OL Reign","Cali Farquharson",18.5,58.9,19.5,59.6,0
PASS-20190504RGNWAS-505,20190504RGNWAS,"Celia Jimenez","OL Reign","Bethany Balcer",22.3,68,35.3,65.5,1
PASS-20190504RGNWAS-506,20190504RGNWAS,"Bethany Balcer","OL Reign","Megan Oyster",33,52.8,23.7,29.1,1
PASS-20190504RGNWAS-507,20190504RGNWAS,"Andi Sullivan","Washington Spirit","Cheyna Matthews",62.4,40.8,71.8,45.5,1
PASS-20190504RGNWAS-508,20190504RGNWAS,"Michelle Betos","OL Reign","Jodie Taylor",13.4,33.2,57.5,33.2,1
PASS-20190504RGNWAS-509,20190504RGNWAS,"Meggie Dougherty Howard","Washington Spirit","Andi Sullivan",48.9,32.8,49.6,36.3,1
PASS-20190504RGNWAS-51,20190504RGNWAS,"Aubrey Bledsoe","Washington Spirit","Samantha Staab",5.5,41.3,7.6,56.4,1
PASS-20190504RGNWAS-510,20190504RGNWAS,"Andi Sullivan","Washington Spirit","Ashley Hatch",49.6,36.3,62.8,39.8,1
PASS-20190504RGNWAS-511,20190504RGNWAS,"Ashley Hatch","Washington Spirit","Meggie Dougherty Howard",62.8,39.8,52.7,50.5,1
PASS-20190504RGNWAS-512,20190504RGNWAS,"Meggie Dougherty Howard","Washington Spirit","Megan Crosson",54.8,51.9,53.3,63.1,1
PASS-20190504RGNWAS-513,20190504RGNWAS,"Megan Crosson","Washington Spirit","Cheyna Matthews",56.7,64.3,64.5,61,1
PASS-20190504RGNWAS-514,20190504RGNWAS,"Cheyna Matthews","Washington Spirit","Rumi Utsugi",64.5,61,62.6,58.7,0
PASS-20190504RGNWAS-515,20190504RGNWAS,"Megan Crosson","Washington Spirit","Theresa Eslund (Nielsen) ",56.3,68,70.6,66.1,0
PASS-20190504RGNWAS-516,20190504RGNWAS,"Theresa Eslund (Nielsen) ","OL Reign",NULL,34.4,1.9,46.4,0,0
PASS-20190504RGNWAS-517,20190504RGNWAS,"Megan Crosson","Washington Spirit","Meggie Dougherty Howard",58.6,68,62,64.5,1
PASS-20190504RGNWAS-518,20190504RGNWAS,"Meggie Dougherty Howard","Washington Spirit","Megan Crosson",62,64.5,57.1,66.1,1
PASS-20190504RGNWAS-519,20190504RGNWAS,"Megan Crosson","Washington Spirit","Ashley Hatch",57.1,66.1,73.3,57.7,1
PASS-20190504RGNWAS-52,20190504RGNWAS,"Samantha Staab","Washington Spirit","Megan Oyster",9.7,59.9,73.9,53.9,0
PASS-20190504RGNWAS-520,20190504RGNWAS,"Ashley Hatch","Washington Spirit","Jordan DiBiasi",73.3,57.7,75,54.2,1
PASS-20190504RGNWAS-521,20190504RGNWAS,"Jordan DiBiasi","Washington Spirit","Meggie Dougherty Howard",75,54.2,71,56.7,1
PASS-20190504RGNWAS-522,20190504RGNWAS,"Meggie Dougherty Howard","Washington Spirit","Cheyna Matthews",72.2,55.6,71.4,50.5,1
PASS-20190504RGNWAS-523,20190504RGNWAS,"Cheyna Matthews","Washington Spirit","Ashley Hatch",71.8,50.3,91.8,57.3,1
PASS-20190504RGNWAS-524,20190504RGNWAS,"Celia Jimenez","OL Reign","Cali Farquharson",26.9,63.9,30.9,59.6,0
PASS-20190504RGNWAS-525,20190504RGNWAS,"Jordan DiBiasi","Washington Spirit","Celia Jimenez",71.2,10.1,75,7.6,0
PASS-20190504RGNWAS-526,20190504RGNWAS,"Dorian Bailey","Washington Spirit","Celia Jimenez",77.5,0,82.3,8.9,0
PASS-20190504RGNWAS-527,20190504RGNWAS,"Celia Jimenez","OL Reign","Rumi Utsugi",24.4,58.7,23.9,56.7,1
PASS-20190504RGNWAS-528,20190504RGNWAS,"Rumi Utsugi","OL Reign","Lauren Barnes",23.9,56.7,16.4,55.8,1
PASS-20190504RGNWAS-529,20190504RGNWAS,"Lauren Barnes","OL Reign","Jodie Taylor",16.4,55.8,30.7,63.1,1
PASS-20190504RGNWAS-53,20190504RGNWAS,"Megan Oyster","OL Reign","Lauren Barnes",31.1,14.1,30.2,36.6,1
PASS-20190504RGNWAS-530,20190504RGNWAS,"Paige Nielsen","Washington Spirit","Cheyna Matthews",74.3,4.9,81.9,12.8,1
PASS-20190504RGNWAS-531,20190504RGNWAS,"Lauren Barnes","OL Reign","Megan Oyster",27.9,52.1,24.8,30.5,1
PASS-20190504RGNWAS-532,20190504RGNWAS,"Megan Oyster","OL Reign","Theresa Eslund (Nielsen) ",37,24.3,95.3,6.6,1
PASS-20190504RGNWAS-533,20190504RGNWAS,"Theresa Eslund (Nielsen) ","OL Reign","Paige Nielsen",96.8,4.7,98.3,33.4,0
PASS-20190504RGNWAS-534,20190504RGNWAS,"Theresa Eslund (Nielsen) ","OL Reign","Shea Groom",78.3,0,73.3,1.6,1
PASS-20190504RGNWAS-535,20190504RGNWAS,"Lauren Barnes","OL Reign","Jodie Taylor",86.1,7.2,102.3,41.6,1
PASS-20190504RGNWAS-536,20190504RGNWAS,"Jodie Taylor","OL Reign","Celia Jimenez",102.3,41.6,98.9,46.2,1
PASS-20190504RGNWAS-537,20190504RGNWAS,"Celia Jimenez","OL Reign","Cali Farquharson",96.6,63.7,96.8,55.2,0
PASS-20190504RGNWAS-538,20190504RGNWAS,"Megan Oyster","OL Reign","Michelle Betos",29,62.4,16.4,35,1
PASS-20190504RGNWAS-539,20190504RGNWAS,"Michelle Betos","OL Reign","Theresa Eslund (Nielsen) ",14.5,35.6,34,18.5,1
PASS-20190504RGNWAS-54,20190504RGNWAS,"Lauren Barnes","OL Reign","Megan Oyster",30.2,36.6,27.7,20.9,1
PASS-20190504RGNWAS-540,20190504RGNWAS,"Theresa Eslund (Nielsen) ","OL Reign","Michelle Betos",32.1,19,9,33,1
PASS-20190504RGNWAS-541,20190504RGNWAS,"Michelle Betos","OL Reign","Theresa Eslund (Nielsen) ",12.4,29.5,17.6,8.9,1
PASS-20190504RGNWAS-542,20190504RGNWAS,"Theresa Eslund (Nielsen) ","OL Reign","Shea Groom",23.3,5.8,36.3,2.7,1
PASS-20190504RGNWAS-543,20190504RGNWAS,"Samantha Staab","Washington Spirit","Shea Groom",46.6,61.8,48.3,62.2,0
PASS-20190504RGNWAS-544,20190504RGNWAS,"Aubrey Bledsoe","Washington Spirit","Paige Nielsen",10.9,56.7,13.6,25.1,1
PASS-20190504RGNWAS-545,20190504RGNWAS,"Paige Nielsen","Washington Spirit","Dorian Bailey",20.2,23.5,44.5,2.9,1
PASS-20190504RGNWAS-546,20190504RGNWAS,"Dorian Bailey","Washington Spirit",NULL,58.8,1.9,79.6,0,0
PASS-20190504RGNWAS-547,20190504RGNWAS,"Celia Jimenez","OL Reign","Lauren Barnes",25.4,68,9.7,63.5,1
PASS-20190504RGNWAS-548,20190504RGNWAS,"Lauren Barnes","OL Reign","Beverly Yanez",9.7,63.5,42.8,56.9,1
PASS-20190504RGNWAS-549,20190504RGNWAS,"Beverly Yanez","OL Reign","Jodie Taylor",42.8,56.9,48.5,51.1,1
PASS-20190504RGNWAS-55,20190504RGNWAS,"Megan Oyster","OL Reign","Michelle Betos",27.7,20.9,10.7,32.2,1
PASS-20190504RGNWAS-550,20190504RGNWAS,"Jodie Taylor","OL Reign",NULL,48.5,51.1,59.2,0,0
PASS-20190504RGNWAS-551,20190504RGNWAS,"Megan Crosson","Washington Spirit","Theresa Eslund (Nielsen) ",45.8,68,60.1,64.3,0
PASS-20190504RGNWAS-552,20190504RGNWAS,"Theresa Eslund (Nielsen) ","OL Reign","Beverly Yanez",59.2,8.9,63.6,15.7,1
PASS-20190504RGNWAS-553,20190504RGNWAS,"Beverly Yanez","OL Reign","Shea Groom",66.6,17.5,67.8,2.1,1
PASS-20190504RGNWAS-554,20190504RGNWAS,"Shea Groom","OL Reign","Dorian Bailey",72.7,13,85.5,39.2,0
PASS-20190504RGNWAS-555,20190504RGNWAS,"Dorian Bailey","Washington Spirit","Megan Oyster",19.5,28.8,40.9,40,0
PASS-20190504RGNWAS-556,20190504RGNWAS,"Megan Oyster","OL Reign","Andi Sullivan",69.7,29.1,77.5,26.8,0
PASS-20190504RGNWAS-557,20190504RGNWAS,"Andi Sullivan","Washington Spirit","Kristen McNabb",27.5,41.2,40.7,42.9,0
PASS-20190504RGNWAS-558,20190504RGNWAS,"Cheyna Matthews","Washington Spirit","Megan Oyster",36.3,43.9,43.3,41,0
PASS-20190504RGNWAS-559,20190504RGNWAS,"Megan Oyster","OL Reign","Theresa Eslund (Nielsen) ",64.5,24.5,66.8,11.5,1
PASS-20190504RGNWAS-56,20190504RGNWAS,"Michelle Betos","OL Reign","Lauren Barnes",10.7,32.2,26.9,43,1
PASS-20190504RGNWAS-560,20190504RGNWAS,"Theresa Eslund (Nielsen) ","OL Reign","Samantha Staab",70.8,11.3,82.5,29.3,0
PASS-20190504RGNWAS-561,20190504RGNWAS,"Samantha Staab","Washington Spirit","Andi Sullivan",22,39.8,29.6,41.2,1
PASS-20190504RGNWAS-562,20190504RGNWAS,"Andi Sullivan","Washington Spirit","Jordan DiBiasi",34.2,40.2,36.8,29.5,1
PASS-20190504RGNWAS-563,20190504RGNWAS,"Jordan DiBiasi","Washington Spirit","Meggie Dougherty Howard",36.8,29.5,37.8,20.4,1
PASS-20190504RGNWAS-564,20190504RGNWAS,"Meggie Dougherty Howard","Washington Spirit","Cali Farquharson",73.9,7.4,77.3,4.9,1
PASS-20190504RGNWAS-565,20190504RGNWAS,"Cali Farquharson","Washington Spirit","Ashley Hatch",80.2,23.1,89.2,37.1,1
PASS-20190504RGNWAS-566,20190504RGNWAS,"Ashley Hatch","Washington Spirit","Cheyna Matthews",88.6,37.1,80.4,50.5,1
PASS-20190504RGNWAS-567,20190504RGNWAS,"Jordan DiBiasi","Washington Spirit","Samantha Staab",105,68,99.3,33,1
PASS-20190504RGNWAS-568,20190504RGNWAS,"Jordan DiBiasi","Washington Spirit","Ashley Hatch",105,0,101.8,35,1
PASS-20190504RGNWAS-569,20190504RGNWAS,"Theresa Eslund (Nielsen) ","OL Reign","Jodie Taylor",1.7,36.1,15.5,42.2,1
PASS-20190504RGNWAS-57,20190504RGNWAS,"Lauren Barnes","OL Reign","Kristen McNabb",26.9,43,32.3,8.3,1
PASS-20190504RGNWAS-570,20190504RGNWAS,"Jodie Taylor","OL Reign","Rumi Utsugi",15.5,42.2,12.8,44.7,1
PASS-20190504RGNWAS-571,20190504RGNWAS,"Rumi Utsugi","OL Reign","Beverly Yanez",12.8,44.7,25.6,32.4,1
PASS-20190504RGNWAS-572,20190504RGNWAS,"Paige Nielsen","Washington Spirit","Beverly Yanez",79.4,35.6,79.4,35.6,0
PASS-20190504RGNWAS-573,20190504RGNWAS,"Kristen McNabb","OL Reign","Samantha Staab",22.5,32.8,48.3,30.7,0
PASS-20190504RGNWAS-574,20190504RGNWAS,"Samantha Staab","Washington Spirit","Dorian Bailey",55.7,36.1,45.8,19.6,1
PASS-20190504RGNWAS-575,20190504RGNWAS,"Dorian Bailey","Washington Spirit","Aubrey Bledsoe",43.3,23.3,18.1,33.6,1
PASS-20190504RGNWAS-576,20190504RGNWAS,"Aubrey Bledsoe","Washington Spirit","Cali Farquharson",20.6,30.1,64.1,17.1,1
PASS-20190504RGNWAS-577,20190504RGNWAS,"Celia Jimenez","OL Reign","Bethany Balcer",40.9,50.9,55.7,55.2,1
PASS-20190504RGNWAS-578,20190504RGNWAS,"Lauren Barnes","OL Reign","Celia Jimenez",46.2,49.2,89.7,60.8,1
PASS-20190504RGNWAS-579,20190504RGNWAS,"Celia Jimenez","OL Reign","Aubrey Bledsoe",96.6,60.8,102.9,34.4,0
PASS-20190504RGNWAS-58,20190504RGNWAS,"Kristen McNabb","OL Reign",NULL,33.6,29.8,30.9,0,0
PASS-20190504RGNWAS-580,20190504RGNWAS,"Aubrey Bledsoe","Washington Spirit","Andi Sullivan",10.9,32.8,23.3,32.8,1
PASS-20190504RGNWAS-581,20190504RGNWAS,"Andi Sullivan","Washington Spirit",NULL,76.2,34.4,92.2,49.7,0
PASS-20190504RGNWAS-582,20190504RGNWAS,"Michelle Betos","OL Reign","Lauren Barnes",4.6,41.4,8.4,60.6,1
PASS-20190504RGNWAS-583,20190504RGNWAS,"Lauren Barnes","OL Reign","Rumi Utsugi",14.3,57.9,25.6,48.8,1
PASS-20190504RGNWAS-584,20190504RGNWAS,"Rumi Utsugi","OL Reign","Lauren Barnes",23.5,50.1,16.2,60.6,1
PASS-20190504RGNWAS-585,20190504RGNWAS,"Lauren Barnes","OL Reign","Jodie Taylor",21.8,61.4,52.5,58.9,1
PASS-20190504RGNWAS-586,20190504RGNWAS,"Jodie Taylor","OL Reign","Beverly Yanez",52.5,58.9,56.7,48.4,1
PASS-20190504RGNWAS-587,20190504RGNWAS,"Meggie Dougherty Howard","Washington Spirit","Cali Farquharson",63.8,22.9,84.2,9.7,1
PASS-20190504RGNWAS-588,20190504RGNWAS,"Celia Jimenez","OL Reign","Lauren Barnes",12,68,9.9,58.7,1
PASS-20190504RGNWAS-589,20190504RGNWAS,"Lauren Barnes","OL Reign","Bethany Balcer",9.9,58.7,14.9,60.8,1
PASS-20190504RGNWAS-59,20190504RGNWAS,"Megan Crosson","Washington Spirit","Meggie Dougherty Howard",74.1,68,62.2,59.7,1
PASS-20190504RGNWAS-590,20190504RGNWAS,"Bethany Balcer","OL Reign","Lauren Barnes",14.9,60.8,1.5,64.1,1
PASS-20190504RGNWAS-591,20190504RGNWAS,"Lauren Barnes","OL Reign","Ashley Hatch",1.5,64.1,3.4,64.1,0
PASS-20190504RGNWAS-592,20190504RGNWAS,"Celia Jimenez","OL Reign","Bethany Balcer",5,68,11.3,64.9,1
PASS-20190504RGNWAS-593,20190504RGNWAS,"Bethany Balcer","OL Reign","Celia Jimenez",11.3,64.9,5.5,65.7,1
PASS-20190504RGNWAS-594,20190504RGNWAS,"Celia Jimenez","OL Reign","Jodie Taylor",5.5,65.7,28.8,61.8,1
PASS-20190504RGNWAS-595,20190504RGNWAS,"Jodie Taylor","OL Reign","Lauren Barnes",28.8,61.8,32.6,56.5,1
PASS-20190504RGNWAS-596,20190504RGNWAS,"Lauren Barnes","OL Reign","Michelle Betos",32.6,56.5,16.4,45.3,1
PASS-20190504RGNWAS-597,20190504RGNWAS,"Michelle Betos","OL Reign","Lauren Barnes",15.8,45.7,28.6,57.7,1
PASS-20190504RGNWAS-598,20190504RGNWAS,"Lauren Barnes","OL Reign","Dorian Bailey",32.6,61.2,95.8,60.6,0
PASS-20190504RGNWAS-599,20190504RGNWAS,"Bethany Balcer","OL Reign","Rumi Utsugi",97.2,68,93.7,61,1
PASS-20190504RGNWAS-6,20190504RGNWAS,"Darian Jenkins","OL Reign","Lauren Barnes",102.7,22.9,99.1,10.7,1
PASS-20190504RGNWAS-60,20190504RGNWAS,"Meggie Dougherty Howard","Washington Spirit","Samantha Staab",58.4,61.6,26.9,59.1,1
PASS-20190504RGNWAS-600,20190504RGNWAS,"Rumi Utsugi","OL Reign","Bethany Balcer",93.7,61,96,64.3,1
PASS-20190504RGNWAS-601,20190504RGNWAS,"Bethany Balcer","OL Reign","Shea Groom",101.4,68,96.6,48.8,1
PASS-20190504RGNWAS-602,20190504RGNWAS,"Shea Groom","OL Reign","Jodie Taylor",96.6,48.8,92.2,29.7,1
PASS-20190504RGNWAS-603,20190504RGNWAS,"Megan Crosson","Washington Spirit","Ashley Hatch",12.8,38.3,39.1,29.7,1
PASS-20190504RGNWAS-604,20190504RGNWAS,"Celia Jimenez","OL Reign","Kristen McNabb",73.1,38.7,101.2,27.8,1
PASS-20190504RGNWAS-605,20190504RGNWAS,"Kristen McNabb","OL Reign",NULL,96.2,29.9,99.5,30.7,0
PASS-20190504RGNWAS-606,20190504RGNWAS,"Aubrey Bledsoe","Washington Spirit","Paige Nielsen",5.5,37.3,18.7,9.3,1
PASS-20190504RGNWAS-607,20190504RGNWAS,"Paige Nielsen","Washington Spirit","Dorian Bailey",18.7,9.3,27.5,2.3,1
PASS-20190504RGNWAS-608,20190504RGNWAS,"Jordan DiBiasi","Washington Spirit","Paige Nielsen",36.1,22.3,30.7,20.8,1
PASS-20190504RGNWAS-609,20190504RGNWAS,"Paige Nielsen","Washington Spirit","Andi Sullivan",30.7,20.8,24.1,36.3,1
PASS-20190504RGNWAS-61,20190504RGNWAS,"Samantha Staab","Washington Spirit","Aubrey Bledsoe",23.9,57.3,7.6,39.1,1
PASS-20190504RGNWAS-610,20190504RGNWAS,"Andi Sullivan","Washington Spirit","Samantha Staab",26.7,37.9,29.2,49.2,1
PASS-20190504RGNWAS-611,20190504RGNWAS,"Samantha Staab","Washington Spirit","Aubrey Bledsoe",27.1,47.8,10.5,40.2,1
PASS-20190504RGNWAS-612,20190504RGNWAS,"Aubrey Bledsoe","Washington Spirit","Megan Crosson",10.5,40.2,38,64.5,1
PASS-20190504RGNWAS-613,20190504RGNWAS,"Megan Crosson","Washington Spirit","Samantha Staab",36.3,63.7,23.3,58.5,1
PASS-20190504RGNWAS-614,20190504RGNWAS,"Samantha Staab","Washington Spirit","Meggie Dougherty Howard",24.8,51.9,29.4,47,1
PASS-20190504RGNWAS-615,20190504RGNWAS,"Meggie Dougherty Howard","Washington Spirit","Megan Crosson",29.4,47,34.7,63.1,1
PASS-20190504RGNWAS-616,20190504RGNWAS,"Megan Crosson","Washington Spirit","Lauren Barnes",36.8,63.9,71.6,45.5,0
PASS-20190504RGNWAS-617,20190504RGNWAS,"Lauren Barnes","OL Reign","Kristen McNabb",33.4,22.5,48.3,18.5,1
PASS-20190504RGNWAS-618,20190504RGNWAS,"Ashley Hatch","Washington Spirit","Jordan DiBiasi",64.7,47.6,60.5,44.1,1
PASS-20190504RGNWAS-619,20190504RGNWAS,"Jordan DiBiasi","Washington Spirit","Cali Farquharson",65.9,36.9,81.5,35.4,1
PASS-20190504RGNWAS-62,20190504RGNWAS,"Aubrey Bledsoe","Washington Spirit","Celia Jimenez",9.9,37.8,35.7,6.6,0
PASS-20190504RGNWAS-620,20190504RGNWAS,"Celia Jimenez","OL Reign","Lauren Barnes",25,32.1,15.5,34.8,1
PASS-20190504RGNWAS-621,20190504RGNWAS,"Lauren Barnes","OL Reign","Michelle Betos",15.5,34.8,5.2,31.1,1
