ID,raw_event_ID,game_ID,half,start_time,end_time,player_ID,team_ID,start_pos_x,start_pos_y,receiver,end_pos_x,end_pos_y,successful,cross
PASS-20180414NCWAS-902,RAW-20180414NCWAS-4313,20180414NCWAS,2,91:36,91:56,Tori Huster,WAS,59.0,47.0,Whitney Church,44.4,26.1,1,0
PASS-20180414NCWAS-903,RAW-20180414NCWAS-4315,20180414NCWAS,2,91:41,92:01,Whitney Church,WAS,51.6,19.9,Jaelene Mckenzie Daniels,68.1,0.0,0,0
PASS-20180414NCWAS-904,RAW-20180414NCWAS-4317,20180414NCWAS,2,91:56,92:16,Jaelene Mckenzie Daniels,NC,36.9,68.0,Darian Michelle Jenkins,49.2,64.9,1,0
PASS-20180414NCWAS-905,RAW-20180414NCWAS-4318,20180414NCWAS,2,91:57,92:17,Darian Michelle Jenkins,NC,49.2,64.9,Tori Huster,51.6,46.4,0,0
PASS-20180414NCWAS-906,RAW-20180414NCWAS-4323,20180414NCWAS,2,92:01,92:21,Tori Huster,WAS,52.9,21.6,Estelle Laura Johnson,44.4,27.6,1,0
PASS-20180414NCWAS-907,RAW-20180414NCWAS-4325,20180414NCWAS,2,92:02,92:22,Estelle Laura Johnson,WAS,44.4,27.6,Caprice Dydasco,50.0,46.2,1,0
PASS-20180414NCWAS-908,RAW-20180414NCWAS-4327,20180414NCWAS,2,92:05,92:25,Caprice Dydasco,WAS,50.0,46.2,Estelle Laura Johnson,46.0,39.9,1,0
PASS-20180414NCWAS-909,RAW-20180414NCWAS-4331,20180414NCWAS,2,92:10,92:30,Estelle Laura Johnson,WAS,57.5,41.3,Francisca Ordega,73.6,32.9,1,0
PASS-20180414NCWAS-910,RAW-20180414NCWAS-4334,20180414NCWAS,2,92:12,92:32,Francisca Ordega,WAS,73.2,32.6,Andi Maureen Sullivan,63.1,24.1,1,0
PASS-20180414NCWAS-911,RAW-20180414NCWAS-4337,20180414NCWAS,2,92:14,92:34,Andi Maureen Sullivan,WAS,64.8,23.3,Ashley Hatch,83.5,7.9,1,0
PASS-20180414NCWAS-912,RAW-20180414NCWAS-4340,20180414NCWAS,2,92:18,92:38,Ashley Hatch,WAS,83.2,10.8,Francisca Ordega,88.3,18.7,1,0
PASS-20180414NCWAS-913,RAW-20180414NCWAS-4346,20180414NCWAS,2,92:20,92:40,Meredith Speck,NC,16.7,49.2,Francisca Ordega,18.3,49.6,0,0
PASS-20180414NCWAS-914,RAW-20180414NCWAS-4349,20180414NCWAS,2,92:22,92:42,Francisca Ordega,WAS,86.7,18.4,Ashley Hatch,100.8,17.1,1,0
PASS-20180414NCWAS-915,RAW-20180414NCWAS-4358,20180414NCWAS,2,92:25,92:45,Ashley Hatch,WAS,103.5,19.8,Abby Dahlkemper,101.8,30.0,0,0
PASS-20180414NCWAS-916,RAW-20180414NCWAS-4370,20180414NCWAS,2,92:59,93:19,Jaelene Mckenzie Daniels,NC,50.9,68.0,Denise O'Sullivan,98.6,52.4,1,0
PASS-20180414NCWAS-917,RAW-20180414NCWAS-4375,20180414NCWAS,2,93:01,93:21,Denise O'Sullivan,NC,70.4,62.8,Aubrey Renee Bledsoe,98.6,52.4,0,0
PASS-20180414NCWAS-918,RAW-20180414NCWAS-4378,20180414NCWAS,2,93:11,93:31,Aubrey Renee Bledsoe,WAS,15.6,22.8,Havana Solaun,60.3,23.8,1,0
PASS-20180414NCWAS-919,RAW-20180414NCWAS-4381,20180414NCWAS,2,93:15,93:35,Abby May Erceg,NC,44.7,44.2,Denise O'Sullivan,61.8,50.4,1,0
PASS-20180414NCWAS-920,RAW-20180414NCWAS-4388,20180414NCWAS,2,93:17,93:37,Denise O'Sullivan,NC,61.8,50.4,Meggie Dougherty Howard,65.5,62.5,0,0
PASS-20180414NCWAS-921,RAW-20180414NCWAS-4392,20180414NCWAS,2,93:27,93:47,Meggie Dougherty Howard,WAS,24.4,0.2,Meredith Speck,39.5,5.5,0,0
PASS-20180414NCWAS-922,RAW-20180414NCWAS-4394,20180414NCWAS,2,93:28,93:48,Meredith Speck,NC,65.5,62.5,Darian Michelle Jenkins,76.9,62.9,1,0
PASS-20180414NCWAS-923,RAW-20180414NCWAS-4397,20180414NCWAS,2,93:30,93:50,Darian Michelle Jenkins,NC,76.9,62.9,Denise O'Sullivan,73.2,63.0,1,0
PASS-20180414NCWAS-924,RAW-20180414NCWAS-4399,20180414NCWAS,2,93:31,93:51,Denise O'Sullivan,NC,73.2,63.0,Darian Michelle Jenkins,102.3,63.6,1,0
PASS-20180414NCWAS-925,RAW-20180414NCWAS-4405,20180414NCWAS,2,93:50,94:10,Aubrey Renee Bledsoe,WAS,5.5,26.6,Taylor Nicole Smith,46.4,19.2,1,0
PASS-20180414NCWAS-926,RAW-20180414NCWAS-4412,20180414NCWAS,2,93:57,94:17,Meredith Speck,NC,57.1,59.7,,,,0,0
